date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:09:23	2960/2960	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:41%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked/assets/css/animations-6c3164a2f2396b790b0e4258bc3f2592.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked/assets/css/animations-6c3164a2f2396b790b0e4258bc3f2592.css	(from http://paradise.jwsuperthemes.com/)
12:09:23	60234/60234	---M-Z	200	added ('OK')	application/rss+xml	date:Wed,%2015%20Apr%202020%2008:08:25%20GMT	http://paradise.jwsuperthemes.com/feed/	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/feed/index.html	(from http://paradise.jwsuperthemes.com/)
12:09:23	48633/48633	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:41%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked/assets/css/styles-dce9b9894dd5f37a0569cb5eae39e4f3.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked/assets/css/styles-dce9b9894dd5f37a0569cb5eae39e4f3.css	(from http://paradise.jwsuperthemes.com/)
12:09:23	8955/8955	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:41%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked/assets/css/responsive-f9ec65a13e85edb94c7493fc0dd45f52.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked/assets/css/responsive-f9ec65a13e85edb94c7493fc0dd45f52.css	(from http://paradise.jwsuperthemes.com/)
12:09:24	1519/1519	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:41%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/css/styles-690f9fed3a5a4ead1b1a000a28f761e6.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/css/styles-690f9fed3a5a4ead1b1a000a28f761e6.css	(from http://paradise.jwsuperthemes.com/)
12:09:24	5781/5781	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2020%20Jul%202017%2005:58:58%20GMT	http://paradise.jwsuperthemes.com/comments/feed/	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/comments/feed/index.html	(from http://paradise.jwsuperthemes.com/)
12:09:24	48939/48939	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:42%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/revslider/public/assets/css/rs6-cc5bd90aa37789d54d3ff0fb8baf40f2.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/revslider/public/assets/css/rs6-cc5bd90aa37789d54d3ff0fb8baf40f2.css	(from http://paradise.jwsuperthemes.com/)
12:09:24	16542/16542	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:42%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/woocommerce/assets/css/woocommerce-layout-1797a38291661d95f0cef42c6b69359d.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/woocommerce/assets/css/woocommerce-layout-1797a38291661d95f0cef42c6b69359d.css	(from http://paradise.jwsuperthemes.com/)
12:09:25	6758/6758	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:44%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen-3.8.0.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen-3.8.0.css	(from http://paradise.jwsuperthemes.com/)
12:09:25	63629/63629	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:42%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/woocommerce/assets/css/woocommerce-cdc1fb8b3e7559373d866c0e547c6a11.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/woocommerce/assets/css/woocommerce-cdc1fb8b3e7559373d866c0e547c6a11.css	(from http://paradise.jwsuperthemes.com/)
12:09:25	4208/4208	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:42%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked-frontend-agents/css/styles-41aa36380ccbf7a3803e30601b7aeaa2.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked-frontend-agents/css/styles-41aa36380ccbf7a3803e30601b7aeaa2.css	(from http://paradise.jwsuperthemes.com/)
12:09:26	30021/30021	---MC-	200	added ('OK')	text/css	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.11.4/themes/smoothness/jquery-ui.min.css?ver=7759b34e081adcf8afd579fbdd4fd047	D:/Extra/College/Beauty/Beauty/ajax.googleapis.com/ajax/libs/jqueryui/1.11.4/themes/smoothness/jquery-ui.min2778.css	(from http://paradise.jwsuperthemes.com/)
12:09:26	8210/8210	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:42%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/woocommerce-bookings/dist/css/frontend-59294600cb18bf0b9ea2f92bec9f74b0.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/woocommerce-bookings/dist/css/frontend-59294600cb18bf0b9ea2f92bec9f74b0.css	(from http://paradise.jwsuperthemes.com/)
12:09:26	2668/2668	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:42%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/yith-woocommerce-quick-view/assets/css/yith-quick-view-d32961d8f18acc36cd96f0ced5462253.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/yith-woocommerce-quick-view/assets/css/yith-quick-view-d32961d8f18acc36cd96f0ced5462253.css	(from http://paradise.jwsuperthemes.com/)
12:09:27	1337/1337	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:44%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/themes/paradise/style-7759b34e081adcf8afd579fbdd4fd047.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/themes/paradise/style-7759b34e081adcf8afd579fbdd4fd047.css	(from http://paradise.jwsuperthemes.com/)
12:09:27	0/0	---M--	200	added ('OK')	text/css	date:Tue,%2012%20Nov%202019%2001:42:23%20GMT	http://paradise.jwsuperthemes.com/wp-content/themes/paradise/assets/css/wp_custom_style.css?ver=7759b34e081adcf8afd579fbdd4fd047	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/themes/paradise/assets/css/wp_custom_style2778.css	(from http://paradise.jwsuperthemes.com/)
12:09:29	5922/5922	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:42%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/themes/paradise/assets/css/css_jws/please-wait-cc62e1f7923885134099663443fe39ba.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/themes/paradise/assets/css/css_jws/please-wait-cc62e1f7923885134099663443fe39ba.css	(from http://paradise.jwsuperthemes.com/)
12:09:29	1868/1868	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:42%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/themes/paradise/assets/css/css_jws/normalize-77159b6dfbdd3b9549ef8749b2cae34e.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/themes/paradise/assets/css/css_jws/normalize-77159b6dfbdd3b9549ef8749b2cae34e.css	(from http://paradise.jwsuperthemes.com/)
12:09:29	3100/3100	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:42%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/themes/paradise/assets/css/css_jws/owl.carousel-4dbcb706e61b2a0f8377dd78980e631b.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/themes/paradise/assets/css/css_jws/owl.carousel-4dbcb706e61b2a0f8377dd78980e631b.css	(from http://paradise.jwsuperthemes.com/)
12:09:29	57761/57761	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:42%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/themes/paradise/assets/css/css_jws/animate-ec1df7c3c8d104ca26545e6ce7923999.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/themes/paradise/assets/css/css_jws/animate-ec1df7c3c8d104ca26545e6ce7923999.css	(from http://paradise.jwsuperthemes.com/)
12:09:30	109738/109738	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:44%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/themes/paradise/assets/css/bootstrap.min-7759b34e081adcf8afd579fbdd4fd047.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/themes/paradise/assets/css/bootstrap.min-7759b34e081adcf8afd579fbdd4fd047.css	(from http://paradise.jwsuperthemes.com/)
12:09:30	31091/31091	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:44%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min-6.0.5.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min-6.0.5.css	(from http://paradise.jwsuperthemes.com/)
12:09:31	25466/25466	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:44%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/themes/paradise/assets/css/font-elegant.min-4.1.0.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/themes/paradise/assets/css/font-elegant.min-4.1.0.css	(from http://paradise.jwsuperthemes.com/)
12:09:31	16664/16664	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:44%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/themes/paradise/assets/css/font-themify.min-4.1.0.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/themes/paradise/assets/css/font-themify.min-4.1.0.css	(from http://paradise.jwsuperthemes.com/)
12:09:31	8864/8864	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:44%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/themes/paradise/assets/css/core.min-7759b34e081adcf8afd579fbdd4fd047.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/themes/paradise/assets/css/core.min-7759b34e081adcf8afd579fbdd4fd047.css	(from http://paradise.jwsuperthemes.com/)
12:09:32	298079/298079	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:43%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/themes/paradise/assets/css/presets/default-a570f973fe60f0f7ac4fa25573358417.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/themes/paradise/assets/css/presets/default-a570f973fe60f0f7ac4fa25573358417.css	(from http://paradise.jwsuperthemes.com/)
12:09:33	4394/4394	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:43%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/newsletter/style-0cdfd41d1a4a0737d300959d79cd5f27.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/newsletter/style-0cdfd41d1a4a0737d300959d79cd5f27.css	(from http://paradise.jwsuperthemes.com/)
12:09:33	711/711	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:43%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked-woocommerce-payments/css/frontend-style-66d42a33358bdaa5ee16c6868a1a2890.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked-woocommerce-payments/css/frontend-style-66d42a33358bdaa5ee16c6868a1a2890.css	(from http://paradise.jwsuperthemes.com/)
12:09:35	489902/489902	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20May%202020%2007:02:43%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/uploads/js_composer/js_composer_front_custom-58457c45f5ae71eae19e44a1030c6ad2.css	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/uploads/js_composer/js_composer_front_custom-58457c45f5ae71eae19e44a1030c6ad2.css	(from http://paradise.jwsuperthemes.com/)
12:09:40	96873/96873	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20May%202020%2007:02:45%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-includes/js/jquery/jquery-1.12.4-wp.js	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-includes/js/jquery/jquery-1.12.4-wp.js	(from http://paradise.jwsuperthemes.com/)
12:09:40	9566/9566	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20May%202020%2007:02:45%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min-2.70.js	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min-2.70.js	(from http://paradise.jwsuperthemes.com/)
12:09:41	2750/2750	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20May%202020%2007:02:45%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min-3.8.0.js	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min-3.8.0.js	(from http://paradise.jwsuperthemes.com/)
12:09:41	804/804	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20May%202020%2007:02:43%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart-473d290351d50f71271af183abec2b1c.js	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart-473d290351d50f71271af183abec2b1c.js	(from http://paradise.jwsuperthemes.com/)
12:09:41	141355/141355	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Nov%202019%2001:45:22%20GMT	http://paradise.jwsuperthemes.com/wp-content/uploads/2017/07/Layer-22.jpg	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/uploads/2017/07/Layer-22.jpg	(from http://paradise.jwsuperthemes.com/)
12:09:42	5413/5413	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20May%202020%2007:02:43%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked-woocommerce-payments/js/frontend-functions-e6e9d7835bef9372ce51533d239891db.js	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/min/1/wp-content/plugins/booked-woocommerce-payments/js/frontend-functions-e6e9d7835bef9372ce51533d239891db.js	(from http://paradise.jwsuperthemes.com/)
12:09:42	3095/3095	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2002%20Jun%202020%2006:39:42%20GMT	http://paradise.jwsuperthemes.com/xmlrpc.php?rsd	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/xmlrpc.2b0db0.delayed	(from http://paradise.jwsuperthemes.com/)
12:09:42	150689/150689	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20May%202020%2007:02:45%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/revslider/public/assets/js/revolution.tools.min-6.0.js	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/revslider/public/assets/js/revolution.tools.min-6.0.js	(from http://paradise.jwsuperthemes.com/)
12:09:43	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Tue,%2002%20Jun%202020%2006:39:43%20GMT	http://paradise.jwsuperthemes.com/wp-includes/wlwmanifest.xml	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-includes/wlwmanifest.xml	(from http://paradise.jwsuperthemes.com/)
12:09:44	5617/5617	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Nov%202019%2001:42:23%20GMT	http://paradise.jwsuperthemes.com/wp-content/themes/paradise/assets/js/js_jws/please-wait.min.js	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/themes/paradise/assets/js/js_jws/please-wait.min.js	(from http://paradise.jwsuperthemes.com/)
12:09:44	1164/1164	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Nov%202019%2001:42:23%20GMT	http://paradise.jwsuperthemes.com/wp-content/themes/paradise/assets/images/logo-v1.png	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/themes/paradise/assets/images/logo-v1.png	(from http://paradise.jwsuperthemes.com/)
12:09:44	274558/274558	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2012%20May%202020%2007:02:45%20GMT	http://paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/revslider/public/assets/js/rs6.min-6.1.3.js	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/cache/busting/1/wp-content/plugins/revslider/public/assets/js/rs6.min-6.1.3.js	(from http://paradise.jwsuperthemes.com/)
12:09:46	156576/156576	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202020%2010:14:24%20GMT	http://paradise.jwsuperthemes.com/home-page-two/	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/home-page-two/index.html	(from http://paradise.jwsuperthemes.com/)
12:09:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202020%2006:39:46%20GMT	http://paradise.jwsuperthemes.com/services_spa/%e2%80%8bfull-body-massages%e2%80%8b	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/services_spa/%e2%80%8bfull-body-massages%e2%80%8b	(from http://paradise.jwsuperthemes.com/)
12:09:48	164766/164766	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202020%2016:35:29%20GMT	http://paradise.jwsuperthemes.com/home-page-three/	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/home-page-three/index.html	(from http://paradise.jwsuperthemes.com/)
12:09:48	141478/141478	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202020%2016:34:45%20GMT	http://paradise.jwsuperthemes.com/home-spa-7/	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/home-spa-7/index.html	(from http://paradise.jwsuperthemes.com/)
12:09:49	105129/105129	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202020%2016:35:35%20GMT	http://paradise.jwsuperthemes.com/home-page-four/	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/home-page-four/index.html	(from http://paradise.jwsuperthemes.com/)
12:09:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202020%2006:39:50%20GMT	http://paradise.jwsuperthemes.com/services_spa/professional-tattoo-artist-in-5-steps	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/services_spa/professional-tattoo-artist-in-5-steps	(from http://paradise.jwsuperthemes.com/)
12:09:50	601304/601304	---M-Z	200	added ('OK')	application/json	date:Tue,%2002%20Jun%202020%2006:39:44%20GMT	http://paradise.jwsuperthemes.com/wp-json/	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-json/index.html	(from http://paradise.jwsuperthemes.com/)
12:09:52	114558/114558	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202020%2016:34:55%20GMT	http://paradise.jwsuperthemes.com/home-nail-10/	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/home-nail-10/index.html	(from http://paradise.jwsuperthemes.com/)
12:09:52	18452/18452	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Mon,%2018%20May%202020%2016:35:14%20GMT	http://paradise.jwsuperthemes.com/services/%e2%80%8bfull-body-massages%e2%80%8b/	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/services/%e2%80%8bfull-body-massages%e2%80%8b/index.html	(from http://paradise.jwsuperthemes.com/)
12:09:52	112288/112288	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20May%202020%2014:30:05%20GMT	http://paradise.jwsuperthemes.com/services/professional-tattoo-artist-in-5-steps/	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/services/professional-tattoo-artist-in-5-steps/index.html	(from http://paradise.jwsuperthemes.com/)
12:09:53	75118/75118	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Nov%202019%2001:54:54%20GMT	http://paradise.jwsuperthemes.com/wp-content/uploads/2019/11/slider_hair_11.jpg	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/wp-content/uploads/2019/11/slider_hair_11.jpg	(from http://paradise.jwsuperthemes.com/)
12:09:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202020%2006:39:54%20GMT	http://paradise.jwsuperthemes.com/services_spa/be-picky-where-you-tattoo	D:/Extra/College/Beauty/Beauty/paradise.jwsuperthemes.com/services_spa/be-picky-where-you-tattoo	(from http://paradise.jwsuperthemes.com/)
